CovidenceID,aveAge (years),aveHeight (cm),aveWeight (kg)," Number of subjects, N", Muscle,Type,Gender,combined,CSA, Miscellaneous, Voluntary (V) or Stimulated (S) Force measurement,aveVol (cm3),aveFL (cm),avePCSA (cm2),aveTorque (Nm),aveForce (N),aveST (N/cm2), Muscle Volume measurement method, Fiber /fascicle length measurement method , PCSA /ACSA calculation method, Torque measurement method, Force measurement/calculation method, Specific tension calculation method,Muscle volume,Fiber/Fascicle length method,Fiber/Fascicle length,ASCA,PSCA,Torque,Torque correction,Moment Arm measured,Moment Arm correction,Force,Specific Tension,Pennation angle,pending column,pending column.1,pending column.2,Overall note,Total Score,Title_x,Covidence #,Study ID,Title_y,Country,Study design,Notes,Authors,Year,Journal,PMID,Muscle,name,fast/slow,Joint type,antigrav/grav,Joint action,secondary joint action,anatomical location
2646,33.5,176.9,75,8,TA,YNG ,Male,Male 8,PCSA,muscle length,V,151.4,30,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,0,#2646 Fukunaga 1996-Specific tension of human plantar flexors and dorsiflexors.,2646,Fukunaga 1996,Specific tension of human plantar flexors and dorsiflexors.,United States,Cross sectional study,,Fukunaga T; Roy RR; Shellock FG; Hodgson JA; Edgerton VR,1996,J Appl Physiol (1985),8847297,TA,Tibialis Anterior,Slow,monoarticular,non-antigravity,ankle dorsiflexor,,Lower leg
2646,33.5,176.9,75,8,EDL,YNG ,Male,Male 8,PCSA,muscle length,V,114.5,33.8,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,0,#2646 Fukunaga 1996-Specific tension of human plantar flexors and dorsiflexors.,2646,Fukunaga 1996,Specific tension of human plantar flexors and dorsiflexors.,United States,Cross sectional study,,Fukunaga T; Roy RR; Shellock FG; Hodgson JA; Edgerton VR,1996,J Appl Physiol (1985),8847297,,,,,,,,
2646,33.5,176.9,75,8,DF,YNG ,Male,Male 8,PCSA,Peak torque,V,265.9,,34.6,32.9,832,24.5,,,,,using measured moment arm for TA and Achilles tendon and Peak torque,F/rPCSA,CSA accumulation times slice interval,MRI scan,muscle length x k (lit ratio),,Muscle vol*cos θ/Fiber length,Highest value from torque meter (multiple MVC trials),None,Measured from MRI,None,Tendon Force ,Force/rPCSA,Literature value,,,,,6,#2646 Fukunaga 1996-Specific tension of human plantar flexors and dorsiflexors.,2646,Fukunaga 1996,Specific tension of human plantar flexors and dorsiflexors.,United States,Cross sectional study,,Fukunaga T; Roy RR; Shellock FG; Hodgson JA; Edgerton VR,1996,J Appl Physiol (1985),8847297,DF,Dorsiflexor,Slow,monoarticular,non-antigravity,ankle dorsiflexor,,Lower leg
4196,,,,12,GRA,OLD ,Mixed,mixed 12,PCSA,,S,,12.9,13.1,,,17.1,"we used a three-dimensional photogrammetry approach to estimate muscle volume for PCSA calculation in which the entire specimen was first scanned and then the skin flap was removed electronically using editing software (Persad
et al., 2021, 2022). Average volume errors using this software using cadaveric tissue and a water displacement
standard was 7% (n = 6 gracilis muscles).","Because we could not measure optimal fibre length directly in our subjects during isometric testing, we used a functional surrogate for optimal fibre length, the
full-width at half maximum (FWHM) calculated from
their force vs. length relationship. The FWHM is the width of the active force vs. muscle length curve at half the
maximum force (Fig. 3B). A linear relationship between FWHM and optimal fibre length has been established
across several mammalian species and muscles (Winters
et al., 2011) (Fig. 3C). To calculate FWHM, we fit each patient’s calculated fully active force vs. muscle length data to a quadratic curve and then calculated width at half the calculated maximum force from the equation. Optimal fibre length was then calculated from the previously established linear relationship between FWHM and optimal fibre length","we used a three-dimensional photogrammetry approach to
estimate muscle volume for PCSA calculation in which the entire specimen was first scanned and then the skin flap was removed electronically using editing software (Persad
et al., 2021, 2022). ",,"BFT directly on tendon. Force recorded by the BFT was then scaled up based on the twitch force change recorded for each subject at each JC at 50% and 100% CMAP stimulation intensit. Calculating this scaling factor across JCs within each subject thus incorporated any muscle length-dependent activation variability. An additional 6% force increment was measured when the muscle was stimulated at the
maximum frequency of 50 Hz (P50) compared to the submaximal value of 20 Hz (P20). Force scale with P50 P20 and Tw 100 Tw 50.",F/PCSA,3D photogrammetry approach,Direct muscle length measured,FWHM-optimal fiber length relationship from literature,,Muscle vol*cos θ/Fiber length,,,,,Tendon Force activation correction,Force/rPCSA,Literature value,,,,Measured force corrected for submax activation,3,#4196 Binder-Markey 2023-Direct intraoperative measurement of isometric contractile properties in living human muscle,4196,Binder-Markey 2023,Direct intraoperative measurement of isometric contractile properties in living human muscle,United States,Other: observational study,,"Binder-Markey, Benjamin I.; Persad, Lomas S.; Shin, Alexander Y.; Litchy, William J.; Kaufman, Kenton R.; Lieber, Richard L.",2023,J Physiol,,GRA,Gracilis,Slow,biarticular,non-antigravity,hip adductor, knee flexor,Lower leg
4106,38,176,67.8,6,GM,MID ,Male,m 6,PCSA,"fiber length at rest: 5.08 ± 0.36

PCSA at rest: 46.5 ± 5.7

ST at rest: 9.6",V,245.9,3.29,62.5,,448,13.3,"This was done from a series of eighty contiguous MRI axial images, 5 mm thick, obtained at rest with a whole body 1.5 T scanner. The total
volume was then calculated by adding up the individual ACSA of each image and multiplying the sum by the slice thickness (5 mm)
",Muscle length was measured as the distance between the most proximal and most distal images in which the GM was identifiable.,"For each of the eighty axial images the anatomical cross-sectional area (ACSA) of the gastrocnemius medialis (GM) was calculated.
PCSA = ( V/Lf) cos(theta)

PCSA at rest=46.5","The subjects sat on a couch with the back supported and the lower limbs fully extended. All measurements were carried out on the right leg, dominant in all the subjects, with the foot positioned at
90 deg relative to a footplate The force exerted by the plantar flexors was measured by connecting the footplate to a force transducer. ","From the data of Fukunaga et al. (1992), it may be calculated that the GM PCSA is about 18 % of the total PCSA of themain plantar flexors (gastrocnemius medialis and lateralis,soleus, tibialis posterior and peroneus longus). Therefore, atMVC, the force developed by the GM should be 18 % of the total force developed by the plantar flexors (2489 N), i.e.448 N


 This was given by the ratio between the
moment arm of the Achilles' tendon, 4*7 + 0 1 cm, measured on a MRI image at a footplate angle of 90 deg
(with respect to the tibia) and the moment arm of the external force, 15-2 + 1 0 cm. Both moment arms were measured as the distance from the centre of rotation of the ankle as reference point.","GM force/GM PCSA at rest, corrected for footplate angle.",CSA accumulation times slice interval,Ultrasound,Fascicle length at MVC,,Muscle vol*cos θ/Fiber length,,,,,External Force (Limb Force),Force/rPCSA,Measured,,,,,0,#4106 Narici 1996-In vivo human gastrocnemius architecture with changing joint angle at rest and during graded isometric contraction.,4106,Narici 1996,In vivo human gastrocnemius architecture with changing joint angle at rest and during graded isometric contraction., Italy,Cohort study,"Provided 448 N is a correct estimate of the GM contribution
to the total force of the plantar flexors, the specific tension
of this muscle should then be given by 448 N/46 cm2,
i.e. 9*7 N cm-2. This figure seems rather low compared with
the values of 38-3 and 25 N cm-2, respectively, reported by
Haxton (1944) in the same muscle group and by Narici et al.
(1992) in the human quadriceps, but is in line with the value
of 10-8 N cm-2 recently obtained by Fukunaga, Roy,
Shellock, Hodgson & Edgerton (1996) in the gastrocnemius.","Narici, Marco V; Binzoni, Tiziano; Hiltbrand, Emile; Fasel, Jean; Terrier, FranÃ§ois; Cerretelli, Paolo",1996,J Physiol,8910216,GM,Gastrocnemius Medialis,50/50,biarticular,antigravity,ankle plantar flexor,knee flexor,Lower leg
4106,38,176,67.8,6,PF,MID ,Male,m 6,PCSA,,V,,,,755.3,2489,,,,,"the MVC was divided by 0.308 + 0.02, the mechanical advantage of this lever system. This was given by the ratio between the moment arm of the Achilles' tendon, 4.7 + 0.1 cm, measured on a MRI image at a footplate angle of 90 deg (with respect to the tibia) and the moment arm of the external force, 15.2 + 1.0 cm. Both moment arms were measured as the distance from the centre of rotation of the ankle as reference point",,,,,,,,,,,,,,,,,,,0,#4106 Narici 1996-In vivo human gastrocnemius architecture with changing joint angle at rest and during graded isometric contraction.,4106,Narici 1996,In vivo human gastrocnemius architecture with changing joint angle at rest and during graded isometric contraction., Italy,Cohort study,"Provided 448 N is a correct estimate of the GM contribution
to the total force of the plantar flexors, the specific tension
of this muscle should then be given by 448 N/46 cm2,
i.e. 9*7 N cm-2. This figure seems rather low compared with
the values of 38-3 and 25 N cm-2, respectively, reported by
Haxton (1944) in the same muscle group and by Narici et al.
(1992) in the human quadriceps, but is in line with the value
of 10-8 N cm-2 recently obtained by Fukunaga, Roy,
Shellock, Hodgson & Edgerton (1996) in the gastrocnemius.","Narici, Marco V; Binzoni, Tiziano; Hiltbrand, Emile; Fasel, Jean; Terrier, FranÃ§ois; Cerretelli, Paolo",1996,J Physiol,8910216,PF,Plantar Flexors,Slow,mixed,antigravity,ankle plantar flexor,knee flexor,Lower leg
4070,74.3,163,69.7,9,VL,OLD UT EXP,Mixed,"Mixed 9, experimental, pre training",PCSA,,Mixed,254.3,8.4,30.4,,847.9,27,"MRI scan, ASCA acculation * distance

Volume of the entire VL muscle was calculated by summing up all of the inter-ACSA volumes, All sections were treated as truncated cone","measured in subset (n=6) during MVC

The VL muscle fascicles generally extended off the ultrasound scan window, and it was, therefore, necessary to estimate part of the fascicle length. With the use of digitizing software (NIH image version 1.61, National Institutes of Health, Bethesda, MD), the visible portion of the fascicle was measured, and the remaining part was estimated, assuming linear contin-
uation of the fascicle and aponeurosis in the proximal direction.","Volume_VL/lf

B-mode ultrasonography measured ASCA.
PCSA= volume/length","max torque=T_KE + T_coactivation


The sum of the maximal knee extension joint torque (maximal voluntary torque + superimposed stimulation torque) and the estimated antagonistic cocontraction torque from the knee flexors
(TQcoac) was divided by the MRI-based estimate of the patella tendon
moment arm length (MAPT) .The relative contribution of the VL muscle to the patella tendon force calculated from Eq. 1 was estimated from the relative PCSA of
the VL muscle with respect to the entire quadriceps muscle group, from the data of Narici et al. The VL muscle fascicle force was estimated by dividing VL
muscle force by the cosine of the angle of pennation of fascicles, measured during maximal isometric contraction","Fpt=T_max/MA

F_VL=Fpt*VL_PCSA_ratio

F_fascicle=F_VL/cos(alpha)



Patella tendon mo-
ment arm lengths were assessed using a 0.2-T MRI scanner (E-Scan,
Esaote Biomedica, Genoa, Italy) to allow calculation of tendon forces",F_fascicle/PCSA,CSA accumulation times slice interval,Ultrasound,Fascicle length at rest,,Muscle vol*cos θ/Fiber length,Highest value from torque meter (MVC + e-stim trials),Activation & Coactivation,MRI at rest,Joint angle correction,"Tendon force, % contribution from literature",Force/rPCSA,Measured,,,,"Volume of the entire VL muscle was calculated by summing up all
of the inter-ACSA volumes that was approximated by truncated cone.VL muscle to the patella tendon
force calculated from Eq. 1 was estimated from the relative PCSA of
the VL muscle with respect to the entire quadriceps muscle group,
from the data of Narici et al. ",3,#4070 Reeves 2004-Effect of resistance training on skeletal muscle-specific force in elderly humans,4070,Reeves 2004,Effect of resistance training on skeletal muscle-specific force in elderly humans,UK,Randomised controlled trial,"Although previous studies in elderly humans have shown no increase in the specific tension of single fibers following strength training (47, 48), our in vivo results show that the specific force of whole muscle does increase. Training resulted in a 19% increase in specific force, from 27 to 32 N/cm2.Specific force values obtained in the present study are in line with previous reports of 15–38 N/cm2 obtained in human muscle (21, 30, 36) and 15–29 N/cm2 obtained in animal muscle (9, 39, 45). It should be stressed that, in contrast to single-fiber experiments where activation remains at a given level (47, 48), changes in activation level might occur when contractions are performed with voluntary effort, and this should be accounted for in the estimation of specific force. If specific force had been calculated from the voluntary torque only, the post training increase observed would partly reflect differences in the activation level found. However, this problem was largely avoided in the present study because, in both pre- and post training conditions, the calculation of specific force encompassed parameters measured at the time of supra-maximal electrical stimuli superimposed on the voluntary effort. Artificial maximal activation of the entire muscle would entirely eliminate this problem, but this would require supra-maximal tetanic stimulation through the femoral nerve, a procedure that may cause considerable discomfort, raising ethical considerations for its use with elderly populations.","Reeves, Neil D; Narici, Marco V; Maganaris, Constantinos N",2004,J Appl Physiol,14578365,VL,Vastus Lateralis,Slow,monoarticular,antigravity,knee extensor,,Thigh
4070,74.3,163,69.7,9,QF,OLD UT EXP,Mixed,"Mixed 9, experimental, pre training",PCSA,,Mixed,,,,121.4,,,,,,,,,,,,,,,,,,,,,,,,,0,#4070 Reeves 2004-Effect of resistance training on skeletal muscle-specific force in elderly humans,4070,Reeves 2004,Effect of resistance training on skeletal muscle-specific force in elderly humans,UK,Randomised controlled trial,"Although previous studies in elderly humans have shown no increase in the specific tension of single fibers following strength training (47, 48), our in vivo results show that the specific force of whole muscle does increase. Training resulted in a 19% increase in specific force, from 27 to 32 N/cm2.Specific force values obtained in the present study are in line with previous reports of 15–38 N/cm2 obtained in human muscle (21, 30, 36) and 15–29 N/cm2 obtained in animal muscle (9, 39, 45). It should be stressed that, in contrast to single-fiber experiments where activation remains at a given level (47, 48), changes in activation level might occur when contractions are performed with voluntary effort, and this should be accounted for in the estimation of specific force. If specific force had been calculated from the voluntary torque only, the post training increase observed would partly reflect differences in the activation level found. However, this problem was largely avoided in the present study because, in both pre- and post training conditions, the calculation of specific force encompassed parameters measured at the time of supra-maximal electrical stimuli superimposed on the voluntary effort. Artificial maximal activation of the entire muscle would entirely eliminate this problem, but this would require supra-maximal tetanic stimulation through the femoral nerve, a procedure that may cause considerable discomfort, raising ethical considerations for its use with elderly populations.","Reeves, Neil D; Narici, Marco V; Maganaris, Constantinos N",2004,J Appl Physiol,14578365,QF,Quadriceps Femoris,60/40,mixed,antigravity,knee extensor,hip flexor,Thigh
4070,74.3,163,69.7,9,VL,OLD T EXP,Mixed,"Mixed 9, experimental, post training",PCSA,,Mixed,270.3,9.3,29.1,,939.3,32.1,,,,,,,CSA accumulation times slice interval,Ultrasound,Fascicle length at rest,,Muscle vol*cos θ/Fiber length,Highest value from torque meter (MVC + e-stim trials),Activation & Coactivation,MRI at rest,Joint angle correction,"Tendon force, % contribution from literature",Force/rPCSA,Measured,,,,,3,#4070 Reeves 2004-Effect of resistance training on skeletal muscle-specific force in elderly humans,4070,Reeves 2004,Effect of resistance training on skeletal muscle-specific force in elderly humans,UK,Randomised controlled trial,"Although previous studies in elderly humans have shown no increase in the specific tension of single fibers following strength training (47, 48), our in vivo results show that the specific force of whole muscle does increase. Training resulted in a 19% increase in specific force, from 27 to 32 N/cm2.Specific force values obtained in the present study are in line with previous reports of 15–38 N/cm2 obtained in human muscle (21, 30, 36) and 15–29 N/cm2 obtained in animal muscle (9, 39, 45). It should be stressed that, in contrast to single-fiber experiments where activation remains at a given level (47, 48), changes in activation level might occur when contractions are performed with voluntary effort, and this should be accounted for in the estimation of specific force. If specific force had been calculated from the voluntary torque only, the post training increase observed would partly reflect differences in the activation level found. However, this problem was largely avoided in the present study because, in both pre- and post training conditions, the calculation of specific force encompassed parameters measured at the time of supra-maximal electrical stimuli superimposed on the voluntary effort. Artificial maximal activation of the entire muscle would entirely eliminate this problem, but this would require supra-maximal tetanic stimulation through the femoral nerve, a procedure that may cause considerable discomfort, raising ethical considerations for its use with elderly populations.","Reeves, Neil D; Narici, Marco V; Maganaris, Constantinos N",2004,J Appl Physiol,14578365,VL,Vastus Lateralis,Slow,monoarticular,antigravity,knee extensor,,Thigh
4070,74.3,163,69.7,9,QF,OLD T EXP,Mixed,"Mixed 9, experimental, post training",PCSA,,Mixed,,,,131.1,,,,,,,,,,,,,,,,,,,,,,,,,0,#4070 Reeves 2004-Effect of resistance training on skeletal muscle-specific force in elderly humans,4070,Reeves 2004,Effect of resistance training on skeletal muscle-specific force in elderly humans,UK,Randomised controlled trial,"Although previous studies in elderly humans have shown no increase in the specific tension of single fibers following strength training (47, 48), our in vivo results show that the specific force of whole muscle does increase. Training resulted in a 19% increase in specific force, from 27 to 32 N/cm2.Specific force values obtained in the present study are in line with previous reports of 15–38 N/cm2 obtained in human muscle (21, 30, 36) and 15–29 N/cm2 obtained in animal muscle (9, 39, 45). It should be stressed that, in contrast to single-fiber experiments where activation remains at a given level (47, 48), changes in activation level might occur when contractions are performed with voluntary effort, and this should be accounted for in the estimation of specific force. If specific force had been calculated from the voluntary torque only, the post training increase observed would partly reflect differences in the activation level found. However, this problem was largely avoided in the present study because, in both pre- and post training conditions, the calculation of specific force encompassed parameters measured at the time of supra-maximal electrical stimuli superimposed on the voluntary effort. Artificial maximal activation of the entire muscle would entirely eliminate this problem, but this would require supra-maximal tetanic stimulation through the femoral nerve, a procedure that may cause considerable discomfort, raising ethical considerations for its use with elderly populations.","Reeves, Neil D; Narici, Marco V; Maganaris, Constantinos N",2004,J Appl Physiol,14578365,QF,Quadriceps Femoris,60/40,mixed,antigravity,knee extensor,hip flexor,Thigh
4070,67.1,168,73.5,9,VL,OLD UT Control,Mixed,"Mixed 9, Control, pre training",PCSA,,Mixed,291,8.4,34.5,,791.5,23.6,,,,,,,CSA accumulation times slice interval,Ultrasound,Fascicle length at rest,,Muscle vol*cos θ/Fiber length,Highest value from torque meter (MVC + e-stim trials),Activation & Coactivation,MRI at rest,Joint angle correction,"Tendon force, % contribution from literature",Force/rPCSA,Measured,,,,,3,#4070 Reeves 2004-Effect of resistance training on skeletal muscle-specific force in elderly humans,4070,Reeves 2004,Effect of resistance training on skeletal muscle-specific force in elderly humans,UK,Randomised controlled trial,"Although previous studies in elderly humans have shown no increase in the specific tension of single fibers following strength training (47, 48), our in vivo results show that the specific force of whole muscle does increase. Training resulted in a 19% increase in specific force, from 27 to 32 N/cm2.Specific force values obtained in the present study are in line with previous reports of 15–38 N/cm2 obtained in human muscle (21, 30, 36) and 15–29 N/cm2 obtained in animal muscle (9, 39, 45). It should be stressed that, in contrast to single-fiber experiments where activation remains at a given level (47, 48), changes in activation level might occur when contractions are performed with voluntary effort, and this should be accounted for in the estimation of specific force. If specific force had been calculated from the voluntary torque only, the post training increase observed would partly reflect differences in the activation level found. However, this problem was largely avoided in the present study because, in both pre- and post training conditions, the calculation of specific force encompassed parameters measured at the time of supra-maximal electrical stimuli superimposed on the voluntary effort. Artificial maximal activation of the entire muscle would entirely eliminate this problem, but this would require supra-maximal tetanic stimulation through the femoral nerve, a procedure that may cause considerable discomfort, raising ethical considerations for its use with elderly populations.","Reeves, Neil D; Narici, Marco V; Maganaris, Constantinos N",2004,J Appl Physiol,14578365,VL,Vastus Lateralis,Slow,monoarticular,antigravity,knee extensor,,Thigh
4070,67.1,168,73.5,9,QF,OLD UT Control,Mixed,"Mixed 9, Control, pre training",PCSA,,Mixed,,,,122.2,,,,,,,,,,,,,,,,,,,,,,,,,0,#4070 Reeves 2004-Effect of resistance training on skeletal muscle-specific force in elderly humans,4070,Reeves 2004,Effect of resistance training on skeletal muscle-specific force in elderly humans,UK,Randomised controlled trial,"Although previous studies in elderly humans have shown no increase in the specific tension of single fibers following strength training (47, 48), our in vivo results show that the specific force of whole muscle does increase. Training resulted in a 19% increase in specific force, from 27 to 32 N/cm2.Specific force values obtained in the present study are in line with previous reports of 15–38 N/cm2 obtained in human muscle (21, 30, 36) and 15–29 N/cm2 obtained in animal muscle (9, 39, 45). It should be stressed that, in contrast to single-fiber experiments where activation remains at a given level (47, 48), changes in activation level might occur when contractions are performed with voluntary effort, and this should be accounted for in the estimation of specific force. If specific force had been calculated from the voluntary torque only, the post training increase observed would partly reflect differences in the activation level found. However, this problem was largely avoided in the present study because, in both pre- and post training conditions, the calculation of specific force encompassed parameters measured at the time of supra-maximal electrical stimuli superimposed on the voluntary effort. Artificial maximal activation of the entire muscle would entirely eliminate this problem, but this would require supra-maximal tetanic stimulation through the femoral nerve, a procedure that may cause considerable discomfort, raising ethical considerations for its use with elderly populations.","Reeves, Neil D; Narici, Marco V; Maganaris, Constantinos N",2004,J Appl Physiol,14578365,QF,Quadriceps Femoris,60/40,mixed,antigravity,knee extensor,hip flexor,Thigh
4070,67.1,168,73.5,9,VL,OLD T Control,Mixed,"Mixed 9, Control, post training",PCSA,,Mixed,291.1,8.6,34.1,,717.2,21.5,,,,,,,CSA accumulation times slice interval,Ultrasound,Fascicle length at rest,,Muscle vol*cos θ/Fiber length,Highest value from torque meter (MVC + e-stim trials),Activation & Coactivation,MRI at rest,Joint angle correction,"Tendon force, % contribution from literature",Force/rPCSA,Measured,,,,,3,#4070 Reeves 2004-Effect of resistance training on skeletal muscle-specific force in elderly humans,4070,Reeves 2004,Effect of resistance training on skeletal muscle-specific force in elderly humans,UK,Randomised controlled trial,"Although previous studies in elderly humans have shown no increase in the specific tension of single fibers following strength training (47, 48), our in vivo results show that the specific force of whole muscle does increase. Training resulted in a 19% increase in specific force, from 27 to 32 N/cm2.Specific force values obtained in the present study are in line with previous reports of 15–38 N/cm2 obtained in human muscle (21, 30, 36) and 15–29 N/cm2 obtained in animal muscle (9, 39, 45). It should be stressed that, in contrast to single-fiber experiments where activation remains at a given level (47, 48), changes in activation level might occur when contractions are performed with voluntary effort, and this should be accounted for in the estimation of specific force. If specific force had been calculated from the voluntary torque only, the post training increase observed would partly reflect differences in the activation level found. However, this problem was largely avoided in the present study because, in both pre- and post training conditions, the calculation of specific force encompassed parameters measured at the time of supra-maximal electrical stimuli superimposed on the voluntary effort. Artificial maximal activation of the entire muscle would entirely eliminate this problem, but this would require supra-maximal tetanic stimulation through the femoral nerve, a procedure that may cause considerable discomfort, raising ethical considerations for its use with elderly populations.","Reeves, Neil D; Narici, Marco V; Maganaris, Constantinos N",2004,J Appl Physiol,14578365,VL,Vastus Lateralis,Slow,monoarticular,antigravity,knee extensor,,Thigh
4070,67.1,168,73.5,9,QF,OLD T Control,Mixed,"Mixed 9, Control, post training",PCSA,,Mixed,,,,108.2,,,,,,,,,,,,,,,,,,,,,,,,,0,#4070 Reeves 2004-Effect of resistance training on skeletal muscle-specific force in elderly humans,4070,Reeves 2004,Effect of resistance training on skeletal muscle-specific force in elderly humans,UK,Randomised controlled trial,"Although previous studies in elderly humans have shown no increase in the specific tension of single fibers following strength training (47, 48), our in vivo results show that the specific force of whole muscle does increase. Training resulted in a 19% increase in specific force, from 27 to 32 N/cm2.Specific force values obtained in the present study are in line with previous reports of 15–38 N/cm2 obtained in human muscle (21, 30, 36) and 15–29 N/cm2 obtained in animal muscle (9, 39, 45). It should be stressed that, in contrast to single-fiber experiments where activation remains at a given level (47, 48), changes in activation level might occur when contractions are performed with voluntary effort, and this should be accounted for in the estimation of specific force. If specific force had been calculated from the voluntary torque only, the post training increase observed would partly reflect differences in the activation level found. However, this problem was largely avoided in the present study because, in both pre- and post training conditions, the calculation of specific force encompassed parameters measured at the time of supra-maximal electrical stimuli superimposed on the voluntary effort. Artificial maximal activation of the entire muscle would entirely eliminate this problem, but this would require supra-maximal tetanic stimulation through the femoral nerve, a procedure that may cause considerable discomfort, raising ethical considerations for its use with elderly populations.","Reeves, Neil D; Narici, Marco V; Maganaris, Constantinos N",2004,J Appl Physiol,14578365,QF,Quadriceps Femoris,60/40,mixed,antigravity,knee extensor,hip flexor,Thigh
4040,25.3,176,79.1,12, PF,YNG ,Male,M 12 men,PCSA,,V,,,,179,3865,," Serial axial plane MRI scans were acquired along the length of the lateral head of the gastrocnemius muscle (GL) using
a fixed 0.2-T MRI scanner . The first scan was centered at the lower edge of the patella and was sufficient to include the origin of the GL; subsequent scans were carried out in contiguous 7-cm sections distally until the myotendi-
nous junction of the GL had been included (Fig. 1). Axial plane scans were obtained using a T1-weighted three-dimensional isotropic profile . Participants were supine for 15 min before the scan to allow fluid shifts to occur. ACSA  was then multiplied by the slice thickness (inclusive of gap) to give an estimate of muscle volume
. ","Fiber fascicle length (Lf) and pennation angle  were measured using B-Mode, real-time ultrasonography at the time point of MVC. Fascicle length Lf was defined as the length of the fascicle between the deep and superficial aponeurose
","The ACSA of the GL muscle was measured from each scan using digitizing software and imaging software (NIH image version 1.61/ppc, National Institutes of Health, Bethesda). 
PCSA (cm2) was
calculated as the ratio of GL Vol (cm3) to Lf (cm). ","MVC, corrected for antagonist activation


 Isometric plantarflexor MVC torque was recorded with the participants laying prone and the left foot secured to the foot adapter of an isokinetic dynamomete. Straps were used about the hips to prevent forward displacement of the body during maximal plantarflexions. Participants were positioned with the knee at full extension and the lateral malleolus aligned with the axis of rotation identified on the dynamometer.  Two isometric maximal voluntary plantarflexions (MVC) were performed at an ankle joint angle of *20° (the foot in dorsiflexion); 2 min separated each
MVC attempt. The foot was placed at 20° as this has been shown previously to correspond to the optimum fascicle length within the
physiological range of the gastrocnemius muscle (26). To ensure MVC was achieved, visual feedback was provided using an online graphical display, and consistent verbal encouragement was provided by the investigator. Maximal isometric dorsiflexions were performed after the plantarflexion MVC to obtain maximal dorsiflexor electromyographic (EMG) data for calculation of antagonist coactivation in
the tibialis anterior
","measured moment arm + lit assumptions of MA at MVC


Tendon force was calculated by dividing the
net plantarflexion torque (N m) by the Achilles tendon moment arm
length (m). To estimate the contribution of the GL to Achilles tendon force, the relative PCSA of the GL within the triceps. surae was calculated. Previously, relative PCSA of the quadriceps
muscle group has been used to determine the relative contribution of
each constituent muscle to the production patella tendon force.",,,,,,,,,,,,,,,,,,0,#4040 Morse 2008-Gastrocnemius muscle specific force in boys and men,4040,Morse 2008,Gastrocnemius muscle specific force in boys and men,UK,Cross sectional study,"The level of coactivation of the tibialis anterior was
assessed using the root mean square (RMS) of the raw EMG signal,
which was integrated over 1 s about the peak MVC torque during PF;
this was then expressed as the percentage EMG activity recorded from
the tibialis anterior during maximal dorsiflexion (21, 23, 24). Torque
produced by the dorsiflexors during plantarflexion was estimated
assuming a linear relation between torque and EMG activity, which
has previously been reported from the tibialis anterior muscle (29). To
obtain an estimate of plantarflexion peak torque, dorsiflexion torque
during plantarflexion was added to the net MVC plantarflexion torque.","Morse, Christopher I; Tolfrey, Keith; Thom, Jeanette M; Vassilopoulos, Vasilios; Maganaris, Constantinos N; Narici, Marco V",2008,J Appl Physiol,18096754,,,,,,,,
4040,25.3,176,79.1,12,GL,YNG ,Male,M 12 men,PCSA,MA=4.61 ± .32 cm,V,178.9,5.5,32.3,,416.2,13.1,,,,,"GL force determined using PCSA ratio.

Once the GL component of the tendon force was calculated, this was divided by the cosine of the pennation angle measured during contraction to determine the fascicle force, Ff",Specific force was calculated by dividing GL fascicle force by the PCSA,CSA accumulation times slice interval,Ultrasound,Fascicle length at MVC,,Muscle vol*cos θ/Fiber length,Highest value from torque meter (multiple MVC trials),coactivation,MRI at rest,Joint angle correction,Tendon Force using relative PCSA,Force/rPCSA,Measured,,,,"calculated according to
the tendon excursion method.an extrapolation of the MA was made based on the moment arm. it was possible to isolate the GL component
of Achilles tendon force, by attributing the tendon force to the relative
PCSA of the GL within the plantarflexor group. We have determined
previously that the GL constitutes 11% of the triceps surae PCSA
(33), and the triceps surae group was estimated to occupy 91% of the
plantarflexor PCSA
length joint angle relationship provided by Maganaris",3,#4040 Morse 2008-Gastrocnemius muscle specific force in boys and men,4040,Morse 2008,Gastrocnemius muscle specific force in boys and men,UK,Cross sectional study,"The level of coactivation of the tibialis anterior was
assessed using the root mean square (RMS) of the raw EMG signal,
which was integrated over 1 s about the peak MVC torque during PF;
this was then expressed as the percentage EMG activity recorded from
the tibialis anterior during maximal dorsiflexion (21, 23, 24). Torque
produced by the dorsiflexors during plantarflexion was estimated
assuming a linear relation between torque and EMG activity, which
has previously been reported from the tibialis anterior muscle (29). To
obtain an estimate of plantarflexion peak torque, dorsiflexion torque
during plantarflexion was added to the net MVC plantarflexion torque.","Morse, Christopher I; Tolfrey, Keith; Thom, Jeanette M; Vassilopoulos, Vasilios; Maganaris, Constantinos N; Narici, Marco V",2008,J Appl Physiol,18096754,GL,Gastrocnemius Lateralis,50/50,biarticular,antigravity,ankle plantar flexor,knee flexor,Lower leg
