,pmid,articletitle,journaltitle,abstract,pubYear,volume,issue,pages,doi,covidenceID,studyID,keywords
992,28754781.0,Nongenomic modulation of the large conductance voltage- and Ca(2+)-activated K(+) channels by estrogen: A novel regulatory mechanism in human detrusor smooth muscle.,Physiol Rep,"Estrogens have an important role in regulating detrusor smooth muscle (DSM) function. However, the underlying molecular and cellular mechanisms by which estrogens control human DSM excitability and contractility are not well known. Here, we used human DSM specimens from open bladder surgeries on 27 patients to elucidate the mechanism by which 17β-estradiol regulates large conductance voltage- and Ca(2+)-activated K(+) (BK) channels, the most prominent K(+) channels in human DSM We employed single BK channel recordings on inside-out excised membrane patches, perforated whole-cell patch-clamp on freshly isolated DSM cells, and isometric tension recordings on DSM-isolated strips to investigate the mechanism by which 17β-estradiol activates BK channels. 17β-Estradiol (100 nmol/L) rapidly increased depolarization-induced whole-cell K(+) currents in DSM cells. The 17β-estradiol stimulatory effects on whole-cell BK currents were completely abolished by the selective BK channel inhibitor paxilline (1 μmol/L), clearly indicating that 17β-estradiol specifically activates BK channels. 17β-Estradiol also increased the frequency of ryanodine receptor-mediated transient BK currents. Single BK channel recordings showed that 17β-estradiol (100 nmol/L) significantly increased the BK channel open probability of inside-out excised membrane patches, revealing that 17β-estradiol activates BK channels directly. 17β-Estradiol reduced spontaneous phasic contractions of human DSM-isolated strips in a concentration-dependent manner (100 nmol/L-1 μmol/L), and this effect was blocked by paxilline (1 μmol/L). 17β-Estradiol (100 nmol/L) also reduced nerve-evoked contractions of human DSM-isolated strips. Collectively, our results reveal that 17β-estradiol plays a critical role in regulating human DSM function through a direct nongenomic activation of BK channels.",2017,5,14,,10.14814/phy2.13351,#3677,Hristov 2017,17Î²âestradiol
993,22775307.0,Visceral and somatic disorders: tissue softening with frequency-specific microcurrent.,J Altern Complement Med,"Frequency-specific microcurrent (FSM) is an emerging technique for treating many health conditions. Pairs of frequencies of microampere-level electrical stimulation are applied to particular places on the skin of a patient via combinations of conductive graphite gloves, moistened towels, or gel electrode patches. A consistent finding is a profound and palpable tissue softening and warming within seconds of applying frequencies appropriate for treating particular conditions. Similar phenomena are often observed with successful acupuncture, cranial-sacral, and other energy-based techniques. This article explores possible mechanisms involved in tissue softening. In the 1970s, neuroscientist and osteopathic researcher Irvin Korr developed a ""γ-loop hypothesis"" to explain the persistence of increased systemic muscle tone associated with various somatic dysfunctions. This article summarizes how physiologists, neuroscientists, osteopaths, chiropractors, and fascial researchers have expanded on Korr's ideas by exploring various mechanisms by which injury or disease increase local muscle tension or systemic muscle tone. Following on Korr's hypothesis, it is suggested that most patients actually present with elevated muscle tone or tense areas due to prior traumas or other disorders, and that tissue softening indicates that FSM or other methods are affecting the cause of their pathophysiology. The authors believe this concept and the research it has led to will be of interest to a wide range of energetic, bodywork, and movement therapists.",2013,19,2,170-7,10.1089/acm.2012.0384,#3678,McMakin 2013,
994,19323608.0,Smooth muscle alpha-actin and calponin expression and extracellular matrix production of human coronary artery smooth muscle cells in 3D scaffolds.,Tissue Eng Part A,"For a tissue-engineered coronary artery substitute to be a viable clinical option in the treatment of vascular diseases, it is necessary to use tissue-specific human cells. Coronary artery smooth muscle cells are the main resident cells in the tunica media of arteries. In this work, we examined the behavior and differentiation state of human coronary artery smooth muscle cells (HCASMCs) when cultured on 3D polyurethane scaffolds to fabricate hybrid vascular tissues. As the mechanical strength of the scaffold is an important element in engineered hybrid vascular substitutes, porous 3D polyurethane scaffolds fabricated using paraffin spheres and ammonium chloride particles were tested for their mechanical properties both in tension and in compression. The use of ammonium chloride particles as porogen generated scaffolds with superior mechanical properties, which are suitable for vascular tissue engineering. When seeded on uncoated, fibronectin-coated, and Matrigel-coated scaffolds, HCASMCs were well spread and started producing collagen as judged by histochemical analysis but appeared to lack elastin production. Fibronectin coating appeared to promote the infiltration of HCASMCs into the scaffold better than Matrigel coating but did not appear to affect the expression of collagen and elastin. Western blot analyses after successful cell recovery from the scaffolds indicated that HCASMCs, after culturing for 4 and 7 days, expressed similar amounts of smooth muscle alpha-actin and calponin regardless of extracellular matrix coating. Taken together, our data showed that the behavior and differentiation phenotype of HCASMCs can be analyzed after culture in 3D polyurethane scaffolds to establish appropriate conditions that will favor the fabrication of hybrid-engineered vascular substitutes.",2009,15,10,3001-11,10.1089/ten.TEA.2009.0057,#3679,Grenier 2009,
995,11291820.0,Shoulder and neck complaints in customer relations: individual risk factors and perceived exposures at work.,Ergonomics,"Perceived psychosocial and biomechanical exposures, individual factors and pain in the shoulder and neck were recorded in two groups of female service workers (healthcare and shopping centre workers). The jobs investigated were characterized by 'much' direct human relations, 'little' sitting and 'much' standing, and were light work by physiological or biomechanical criteria but potentially psychosocially demanding. A screening survey (n = 400 females) was the basis for the selected sample (n = 66 females), which was the object of the main investigation of this study. Reliability of the questionnaires was tested in a separate group of female healthcare workers (n = 29). Heart rate recordings through the work day estimated workload. There was a high prevalence of shoulder and neck pain (> 50%) for both work groups. In the two populations it proved difficult to explain shoulder and neck pain by reported physical and psychosocial exposures or individual factors, except by the variable 'perceived general tension', which clearly differentiated workers with and without pain. The findings in this study indicated, first, that perceived general tension might be an independent risk factor for muscle pain and, second, that this might be related to personality factors. However, this putative relationship must be verified in a longitudinal study. As no variable describing exposures in the working environment was associated with shoulder and neck pain, the question is posed whether such complaints can be considered work-related. Alternatively, the variables used to describe mechanical and psychosocial exposures in this study may have low specificity in characterizing work-related risk factors for service workers with customer relations.",2001,44,4,355-72,10.1080/00140130010008101,#3680,Vasseljen 2001,
996,16292559.0,Cyclic AMP-specific and cyclic GMP-specific phosphodiesterase isoenzymes in human cavernous arteries--immunohistochemical distribution and functional significance.,World J Urol,"OBJECTIVES: It has been well established that male erectile dysfunction is frequently associated with vascular diseases. The normal function of cavernous arteries is considered a prerequisite to maintain sufficient blood flow to the trabecular spaces in order to enable penile erection. Contractility of cavernous arteries is regulated by the peripheral autonomic nervous system and endogenous factors released from the endothelial cell layer. A significant increase of blood flow in the central cavernous arteries is the initial event leading to penile tumescence and rigidity. Besides the significance of the nitric oxide/cyclic guanosine monophosphate (cGMP)-mediated mechanisms, the cyclic AMP (cAMP) signalling pathway is also involved in the regulation of tone of the erectile tissue, and interactions between cGMP- and cAMP-mediated mechanisms have been demonstrated. The aim of the present study was to investigate by means of immunohistochemistry the presence of the phosphodiesterase (PDE) isoenzymes 3, 4 (cAMP-specific PDEs) and 5 (cGMP-specific PDE) in thin sections of human central cavernous arteries (HCA) and their functional significance in the mechanism of vessel tone regulation. METHODS: Functional experiments were performed using circular segments of HCA and strip preparations of the human corpus cavernosum (HCC). Relaxant effects induced by the cumulative addition of the PDE inhibitors milrinone (PDE3 inhibitor), rolipram (PDE4 inhibitor) and sildenafil (PDE5 inhibitor; 0.01, 0.1, 1 and 10 M) were studied in preparations of HCA and HCC challenged by 1 M norepinephrine (NE). Moreover, immunohistochemistry was carried out in order to evaluate the expression of PDE3, PDE4 and PDE5 in thin sections of HCA. RESULTS: Milrinone, rolipram and sildenafil dose-dependently reversed the NE-induced tension of the isolated vascular segments and HCC strips with sildenafil being the most effective drug. Neither rolipram nor milrinone reached an EC50 value. Abundant immunoreactivities specific for PDE3, PDE4 and PDE5 were observed in the entire smooth musculature of the wall of HCA and resistance arteries. In addition, immunoreactivity for PDE4 was also detected in the cytoplasm of endothelial cells lining the cavernous arteries. CONCLUSIONS: The cGMP-dependent relaxation of cavernous arteries is not only dependent on the normal function of the peripheral autonomic nervous system but also on the functional integrity of the vascular endothelium. The expression of the cGMP-specific PDE5 and the ability of the PDE5 inhibitor sildenafil to reverse the adrenergic tension of isolated segments of HCA underline the important role of the NO/cGMP pathway in the control of smooth muscle tone of human trabecular smooth musculature and penile cavernous arteries. Our results also suggest a significance of the cAMP-dependent signaling mechanisms in the regulation of tension of central HCAs. The present findings are also in support of the hypothesis of interactions between the cGMP- and cAMP-mediated signaling pathways in HCAs. Further investigations are indicated in order to outline potential differences between central HCAs and helicine resistance arteries. This may help to understand better the relations between structural and functional changes in the penile erectile tissue in patients with cardiovascular diseases and endothelial dysfunction.",2005,23,6,405-10,10.1007/s00345-005-0026-2,#3681,Waldkirch 2005,
997,18726688.0,Biofeedback treatment for headache disorders: a comprehensive efficacy review.,Appl Psychophysiol Biofeedback,"The aim of the present review was to critically evaluate the documented evidence regarding the efficacy of biofeedback for the two most prevalent headache conditions--migraine and tension-type headache. Drawing upon two recently published meta-analyses, data from 150 outcome studies, including randomized controlled trials as well as uncontrolled quasi-experimental designs, were screened. Of these, 94 studies were selected for inclusion according to predefined criteria. Meta-analytic integrations were carried out separately for the two conditions of interest. The main results were medium-to-large mean effect sizes for biofeedback in adult migraine and tension-type headache patients. Treatment effects remained stable over an average follow-up period of 14 months, both in completer and intention-to-treat analyses. Headache frequency was the primary outcome variable and showed the largest improvements. Further significant effects were shown for perceived self-efficacy, symptoms of anxiety and depression, and medication consumption. Reduced muscle tension in pain related areas was observed in electromyographic feedback for tension-type headache. Biofeedback was more effective than waiting list and headache monitoring conditions in all cases, while electromyographic feedback for tension-type headache showed additional significant effects over placebo and relaxation therapies. Levels of efficacy (migraine: efficacious, level 4; tension-type headache: efficacious and specific, level 5) and recommendations for future research are provided.",2008,33,3,125-40,10.1007/s10484-008-9060-3,#3682,Nestoriuc 2008,
998,3047201.0,Speculations on the structure/function relationship for vagal and splanchnic afferent endings supplying the gastrointestinal tract.,J Auton Nerv Syst,"This paper discusses some of the unsettled issues in the study of the afferent innervation of the gastrointestinal (GI) tract. Afferent fibres in the vagus and splanchnic nerves have been studied electrophysiologically and much has been learnt from single fibre recordings. Splanchnic afferent fibres generally terminate in multiple mechanosensitive endings in the mesentery and serosa where they are in a position to monitor tension on the mesenteric attachments. Other mechanoreceptors following a mainly vagal pathway behave as if they are functionally in-series with the muscle elements of the gut wall and signal muscle tension generated passively by distension and actively during contraction. A third group of afferent endings supply the GI mucosa where they are in a position to signal information on the physical and chemical environment of the gut lumen. A complex picture of mucosal sensitivity has emerged with subpopulations of receptors with polymodal sensitivity and quality-specific mechanoreceptors, thermoreceptors and chemoreceptors. Unfortunately, there is little concensus amongst the different research groups because of different experimental paradigms. One group describes specific chemoreceptors, other groups fail to find them. In this minireview I have speculated on the cause of the often conflicting data on GI afferents and the implications this has for the interpretation of visceral receptor mechanisms.",1988,22,3,175-80,10.1016/0165-1838(88)90104-x,#3683,Grundy 1988,
999,17901165.0,Reactive oxygen species are messengers in maintenance of human and guinea pig gallbladder tonic contraction.,Am J Physiol Gastrointest Liver Physiol,"The tonic contraction of human and guinea pig gallbladder (GB) is dependent on basal levels of PGE(2) and thromboxane A(2) (TxA(2)). The pathway involved in the genesis of these prostaglandins has not been elucidated. We aimed to examine the source of reactive oxygen species (ROS) and whether they contribute to the genesis of GB tonic contraction by generating basal prostaglandin levels. Tonic contraction was studied in human and guinea pig GB muscle strips treated with ROS scavengers (Tiron and catalase), apocynin (an inhibitor of NADPH oxidase), and NOX-1 small interference RNA (siRNA). The subunits of NADPH oxidase and their functional roles were determined with specific antibodies in GB muscle cells. ROS scavengers reduced the GB tonic contraction and H(2)O(2) and PGE(2) levels. Apocynin also inhibited the tonic contraction. Antibodies against subunits of NADPH oxidase present in GB muscle cells lowered H(2)O(2) and PGE(2) levels. NOX-1 siRNA transfection reduced the tonic contraction, NOX-1 expression, and levels of H(2)O(2) and PGE(2). Tiron and apocynin inhibited the expected increase in tension and H(2)O(2) levels induced by stretching of muscle strips. H(2)O(2) increased the levels of PGE(2) and TxA(2) by increasing platelet-activating factor-like lipids that phosphorylate p38 and cPLA(2) sequentially. H(2)O(2) generated by NADPH oxidase participates in a signal transduction pathway that maintains the GB tonic contraction by activating PAF, p38, and cPLA(2) to generate prostaglandins.",2007,293,6,G1244-51,10.1152/ajpgi.00206.2007,#3684,Cong 2007,
1000,35522118.0,[Physical rehabilitation for osteochondrosis of the cervical and thoracic spine in elderly and senile people (Stage 2).].,Adv Gerontol,"The main and most frequently used means of physical rehabilitation for osteochondrosis of the cervical and thoracic spine is motor rehabilitation. The goals of physical rehabilitation of persons suffering from osteochondrosis are to strengthen the muscles of the back, reduce the load on the intervertebral discs, improve blood circulation, restore a normal motor stereotype and, as a result, reduce pain. The use of means of motor rehabilitation is scientifically substantiated, the mechanisms of their effect on the functional state of the body have been studied, and the effectiveness of their use is beyond doubt. However, the lack of multidisciplinary programs, at the heart of rehabilitation measures specifically for elderly and senile people with osteochondrosis of the cervical and thoracic spine, in practice leads to the widespread use of drug and targeted therapy, involving the use of only drugs that reduce pain and muscle tension. The lack of an individual approach, group exercises for physical therapy, handing out to patients advertising brochures, schemes for physical therapy, without practicing exercises in practical classes, lead to negative consequences and relapses of diseases and a negative attitude of patients towards the discipline as a whole. In this regard, it is necessary to develop and introduce into practice various complexes of physiotherapy exercises for elderly and senile patients with osteochondrosis of the cervical and thoracic spine.",2022,35,1,126-133,,#3685,Bobunov 2022,cervical spine
1001,18401058.0,[Factors associated with the health status of Georgian dance studio students].,Georgian Med News,"The article investigates factors associated with occupational disease among Georgian dance studio students. The problem of work-related neuromuscular and musculoskeletal disorders is outlined. Reiterating and stereotypical movements cause tension of specific muscles, constrained body, monotonous work, and emotional tension lead to occupational support-motor apparatus disorders. The aim of the work is to study the health status of Georgian dance studio students. 254 Georgian dance studio students were examined. It was found that pathology of cardio-vascular, respiratory and digesting systems was more frequent among male students than females; musculoskeletal disorders were common only among the girls. 1/3 of girls with disorder of musculoskeletal system had inborn dysplasia of hip joint bones. In three male students hernia had developed during the first year of the study.",2008,,155,52-5,,#3686,Kvartskhava 2008,
1002,7684992.0,Nerve mediated relaxation of the human internal anal sphincter: the role of nitric oxide.,Gut,"The aim of this study was to determine if nitric oxide (NO) is the non-adrenergic, non-cholinergic neurotransmitter, released by enteric inhibitory nerves, which mediates relaxation of the human internal anal sphincter. Isolated muscle strips were mounted for isometric tension recording in superfusion organ baths. Sodium nitroprusside, an exogenous donor of NO, relaxed the strips in a concentration dependent manner. In the presence of atropine and guanethidine, transmural field stimulation produced tetrodotoxin sensitive relaxations, which were inhibited in a dose dependent and enantiomer specific manner by antagonists of NO synthase; completely by L-nitroarginine and partially by L-N-monomethyl arginine. The effect of these antagonists was reversed by L-arginine but not D-arginine. Oxyhaemoglobin, a scavenger of nitric oxide, also abolished the relaxations but methaemoglobin had no such effect. These results strongly suggest that NO is, or is very closely associated with, the non-adrenergic, non-cholinergic neurotransmitter mediating neurogenic relaxation of the human internal anal sphincter.",1993,34,5,689-93,10.1136/gut.34.5.689,#3687,O'Kelly 1993,
1003,25070160.0,Effects of a hydrogen sulfide donor on spontaneous contractile activity of rat stomach and jejunum.,Bull Exp Biol Med,"We studied the effect of sodium hydrosulfite (NaHS), a donor of hydrogen sulfide (H2S), on spontaneous contractive activity of isolated preparations of rat stomach and jejunum under isometric conditions. NaHS in concentrations of 10-200 μM reduced the amplitude, tonic tension, and frequency of contractions of the preparations. Blockade of K(+) channels with a non-specific antagonist tetraethylammonium (10 mM) increased contraction amplitude in the stomach strip and jejunum segment. The effects of NaHS on all parameters of contractile activity of the stomach and jejunum were fully preserved against the background of tetraethylammonium application. These data suggest that H2S in physiologically relevant concentrations inhibited spontaneous contractile activity of smooth muscle cells in rat stomach and jejunum by reducing the amplitude and frequency of contractions and decreased tonic tension without affecting the function of voltage- and calcium-dependent K(+) channels.",2014,157,3,302-6,10.1007/s10517-014-2551-8,#3688,Shafigullin 2014,
1004,27217794.0,Specific strength training compared with interdisciplinary counseling for girls with tension-type headache: a randomized controlled trial.,J Pain Res,"BACKGROUND: Childhood tension-type headache (TTH) is a prevalent and debilitating condition for the child and family. Low-cost nonpharmacological treatments are usually the first choice of professionals and parents. This study examined the outcomes of specific strength training for girls with TTH. METHODS: Forty-nine girls aged 9-18 years with TTH were randomized to patient education programs with 10 weeks of strength training and compared with those who were counseled by a nurse and physical therapist. Primary outcomes were headache frequency, intensity, and duration; secondary outcomes were neck-shoulder muscle strength, aerobic power, and pericranial tenderness, measured at baseline, after 10 weeks intervention, and at 12 weeks follow-up. Health-related quality of life (HRQOL) questionnaires were assessed at baseline and after 24 months. RESULTS: For both groups, headache frequency decreased significantly, P=0.001, as did duration, P=0.022, with no significant between-group differences. The odds of having headache on a random day decreased over the 22 weeks by 0.65 (0.50-0.84) (odds ratio [95% confidence interval]). For both groups, neck extension strength decreased significantly with a decrease in cervicothoracic extension/flexion ratio to 1.7, indicating a positive change in muscle balance. In the training group, shoulder strength increased $10% in 5/20 girls and predicted [Formula: see text] increased $15% for 4/20 girls. In the training group, 50% of girls with a headache reduction of $30% had an increase in [Formula: see text] >5%. For the counseling group, this was the case for 29%. A 24-month follow-up on HRQOL for the pooled sample revealed statistically significant improvements. Fifty-five percent of the girls reported little to none disability. CONCLUSION: The results indicate that both physical health and HRQOL can be influenced significantly by physical exercise and nurse counseling. More research is needed to examine the relationship between physical exercise, [Formula: see text], and TTH in girls. Thus, empowering patient education to promote maximum possible outcomes for all children needs more attention.",2016,9,,257-70,10.2147/JPR.S97826,#3689,TornÃ¸e 2016,cardiovascular fitness
1005,22462246.0,"Effects of electroacupuncture at different points on colorectal distention-induced changes in blood pressure, electrogastrogram, gastric tension and gastric blood flow.",J Tradit Chin Med,"OBJECTIVE: To investigate the specificity of the effects of electroacupuncture (EA) at different acupoints on gastric functional activity and gastric blood flow after colorectal distension (CRD) in the rat. METHODS: Fifty Wistar rats were randomly divided into 5 groups: a control group, a Zusanli group, a non-point group, a Taichong group and a Neiguan group. Rats were anesthetized after 18 h of fasting, and a rat model of nociceptive blood pressure elevation and abnormal electrogastrogram (EGG) and gastric tension (GT) was prepared by gasbag-induced CRD. EA was given bilaterally, and its effects on gastric blood flow (GBF) of the arcus vasculosi of the greater omentum, blood pressure, EGG fast wave properties, and gastric smooth muscle tension (GT) were quantified. RESULTS: CRD induced an increase in blood pressure that was significantly inhibited by EA at all points (all P < 0.05), and the inhibitory effects were greater in the Zusanli and Neiguan groups compared to the non-point group (both P < 0.05). CRD also caused reductions in GT and GBF, and in the amplitude, frequency and duration of EGG waves (all P < 0.05). These effects were also reversed by EA. The effects of EA on EGG wave amplitude, GT, and GBF were superior in the Zusanli group compared to the Taichong group, Neiguan group, and the non-point group. CONCLUSION: EA significantly counteracted CRD-induced changes in blood pressure, GBF, EGG, and GT. The effects of stimulation at Zusanli (ST 36) were significantly greater compared to other points, indicating relative specificity of this acupoint.",2011,31,4,360-6,10.1016/s0254-6272(12)60019-3,#3690,Chen 2011,
1006,10027074.0,Endothelial cell responses to hypoxic stress.,Clin Exp Pharmacol Physiol,"1. Changes in the environmental oxygen tension to which cells are exposed in vivo result in physiological and sometimes pathological consequences that are associated with differential expression of specific genes. 2. Low oxygen tension (hypoxia) affects endothelial cellular physiology in vivo and in vitro in a number of ways, including the transcriptionally regulated expression of vasoactive substances and matrix proteins involved in modulating vascular tone or remodelling the vasculature and surrounding tissue. 3. Hypoxia results in the transcriptional induction of genes encoding vasoconstrictors and smooth muscle mitogens (PDGF-B, endothelin-1, VEGF, thrombospondin-1) and genes encoding matrix or remodelling molecules (collagenase IV (MMP-9), thrombospondin-1) and reciprocal transcriptional inhibition of vasodilatory or anti-mitogenic effectors (eNOS). 4. Oxygen appears to signal through a novel haem-containing sensor and signals initiated by this sensor alter the levels and DNA-binding activity of transcription factors such as activating protein (AP)-1, nuclear factor-kappa B and hypoxia-inducible transcription factor-1. 5. The genes encoding vasoactive factors regulated by oxygen tension are themselves also regulated by the vasoactive agent nitric oxide (NO). 6. Nitric oxide and oxygen transduce similar signals (i.e. their absence results in identical patterns of gene expression in endothelial cells and other cell types). 7. Thus, NO can feedback on and modulate signals induced by hypoxia and vice versa. For example, NO, which can act directly on smooth muscle cells as a vasodilator, can also facilitate vasodilation indirectly by reversing the production of vasoconstrictors induced by hypoxia. 8. Short-term exposure of endothelial cells to low oxygen tension results in the elaboration of predominantly vasoconstricting effectors, while longer-term and more severe hypoxic exposure generates factors that can induce smooth muscle proliferation and remodelling. 9. Thus, the endothelial cell response to hypoxic stress can result in two different consequences in the surrounding tissues, depending on the duration of the exposure: short-term exposure causes physiological and reversible modulation of vascular tone and blood flow; chronic hypoxic stress results in irreversible remodelling of the vasculature and surrounding tissues, with smooth muscle proliferation and fibrosis. 10. This dichotomy of responses to hypoxia may explain, in part, both the acute and chronic pathophysiological sequelae of diseases characterized by regional hypoxia, including atherosclerosis, pulmonary hypertension, sickle cell disease and systemic sclerosis (scleroderma).",1999,26,1,74-84,10.1046/j.1440-1681.1999.02992.x,#3691,Faller 1999,
1007,26001500.0,Aerodynamic Outcomes of Four Common Voice Disorders: Moving Toward Disorder-Specific Assessment.,J Voice,"OBJECTIVES: The two goals of the present study were to (1) determine the ability of commonly used aerodynamic voice measures to capture change as a function of known interventions and (2) determine if certain aerodynamic measures demonstrate better responsiveness to change in specific disorder types than others. STUDY DESIGN: This is a retrospective, longitudinal, single-blinded, cross-sectional study. METHODS: Patients (n = 70) with a single voice disorder diagnosis of benign vocal fold lesions (lesions), unilateral vocal fold paralysis (UVFP), primary muscle tension dysphonia (MTD-1), or vocal fold atrophy (atrophy) underwent baseline testing, a single intervention (phonosurgery or voice therapy), and follow-up testing. Common aerodynamic measurements were completed in repeated syllables and an all-voiced sentence. RESULTS: Statistically significant improvements were observed for two outcome measures, average airflow in syllables, and average airflow in the all-voiced sentence. Patients with lesions, UVFP, and MTD-1 improved in average airflow in the all-voiced sentence. Patients with UVFP also improved in airflow in syllables. CONCLUSIONS: Average airflow in the all-voiced sentence changed as a function of treatment for the lesion, MTD-1, and UVFP groups, demonstrating a disorder-specific pattern. Laryngeal airway resistance, and estimates of average subglottal pressure did not show significant change. Average airflow in the all-voiced sentence measurements is recommended as a routine voice measure, and further investigation of other aerodynamic measures' sensitivity to change is warranted.",2016,30,3,301-7,10.1016/j.jvoice.2015.03.017,#3692,Dastolfo 2016,Aerodynamic
1008,22073468.0,Back and neck care.,Ann R Australas Coll Dent Surg,"Musculoskeletal disorders account for 29.5% of early retirement among dentists. Most work-related musculoskeletal disorders in Dentistry are spinal. Non-specific and insidious gradual onset injuries such as prolonged tension and pressure on muscles, tendons, ligaments, joints and discs in poor posture or alignment account for more than 80% of commonly seen musculoskeletal disorders that are often regarded as work-related and repetitive strain injuries, arthritis and degeneration. Work performance and activities of daily living could be severely affected. The source and cause of injuries should be tackled head on with specific but simple self-management programme including understanding of the cause of symptoms, postural correction and specific exercises.",2008,19,,147-9,,#3693,Li 2008,
1009,8833317.0,Relaxation: mapping an uncharted world.,Biofeedback Self Regul,"Nine hundred and forty practitioners of massage, abbreviated progressive muscle relaxation (PMR), yoga stretching, breathing, imagery meditation, and various combination treatments described their technique experiences on an 82-item wordlist. Factor analysis yielded 10 interpretable relaxation categories: Joyful Affects and Appraisals (Joyful), Distant, Calm, Aware, Prayerful, Accepted, Untroubled, Limp, Silent, and Mystery The relaxation response and cognitive/somatic specificity models predict Calm and Limp, which account for only 5.5% of the variance of relaxation experience. Unlike much of previous relaxation research, we found important technique differences. PMR and massage are associated with Distant and Limp; yoga stretching, breathing, and meditation with Aware; meditation with Prayerful and all techniques except PMR with Joyful. Results are consistent with cognitive-behavioral relaxation theory and have implications for relaxation theory, treatment, training, assessment, and research. We close with a revised model of relaxation that posits three global dimensions; tension-relief, passive disengagement, and passive engagement.",1996,21,1,63-90,10.1007/BF02214150,#3694,Smith 1996,
1010,20599254.0,Expression of cAMP-dependent protein kinase isoforms in the human prostate: functional significance and relation to PDE4.,Urology,"OBJECTIVES: To investigate the expression of isoforms of the cyclic AMP (cAMP)-dependent protein kinase (cAK) in the transition zone of the human prostate and the functional significance of the enzyme in the control of prostate smooth muscle. METHODS: Using Western blot analysis and immunohistochemistry, the expression and distribution in the prostate of cAKIalpha, cAKIbeta, cAKIIalpha, and cAKIIbeta in relation to alpha-actin and the phosphodiesterase PDE4 (types A and B) were investigated. The effects of the cAK inhibitor Rp-8-CPT-cAMPS on the reversion of the adrenergic tension of isolated prostate tissue induced by forskolin, rolipram, sodium nitroprusside (SNP), and tadalafil were examined by means of the organ bath technique. RESULTS: Immunosignals specific for cAKIalpha, cAKIIalpha, and cAKIIbeta were observed in the smooth musculature and glandular structures of the prostate. Double stainings revealed the colocalization of alpha-actin and PDE4 with the cAK isoforms. The expression of the cAK isoforms was confirmed by Western blot analysis. The relaxation of the tension induced by norepinephrine brought about by forskolin, rolipram, SNP, and tadalafil was significantly attenuated by Rp-8-CPT-cAMPS. CONCLUSIONS: The colocalization of smooth muscle alpha-actin and PDE4 with cAK, as well as the results from the organ bath experiments, provide further evidence for a pivotal role of the cAMP-dependent signaling in the regulation of prostate smooth muscle contractility. Compounds interacting with the cAMP/cAK pathway might represent a new therapeutic avenue to treat symptoms of benign prostatic hyperplasia and lower urinary tract symptomatology.",2010,76,2,515.e8-14,10.1016/j.urology.2010.04.035,#3695,Waldkirch 2010,
1011,30914961.0,Development of a Non-invasive Methodology for the Assessment of Muscle Fibre Composition.,Front Physiol,"The percentage area of fast twitch fibres of a muscle is a major determinant of muscle mechanical power and, thus, an important biomarker for the evaluation of training processes. However, the invasive character of the assessment (muscle biopsy) limits the wide application of the biomarker in the training praxis. Our purpose was to develop a non-invasive method for the assessment of fast twitch fibre content in human soleus muscle. From a theoretical point of view, the maximum muscle mechanical power depends on the fibre composition, the muscle volume and muscle specific tension. Therefore, we hypothesised that the percentage area of type II fibres would show a correlation with the maximum muscle mechanical power normalised to muscle volume and specific muscle contractile strength (i.e., plantar flexion moment divided by muscle cross-sectional area). In 20 male adults, the percentage area of type II fibres, volume and maximum cross-sectional area of the soleus muscle as well as the maximum plantar flexion moment and the maximum mechanical power were measured using muscle biopsies, magnetic resonance imaging and dynamometry. The maximum mechanical power normalised to muscle volume and specific muscle contractile strength provided a significant relationship (r = 0.654, p = 0.002) with the percentage area of type II fibres. Although the proposed assessment parameter cannot fully replace histological measurements, the predictive power of 43% can provide a relevant contribution to performance diagnostics in the training praxis.",2019,10,,174,10.3389/fphys.2019.00174,#3696,Winkler 2019,diagnostic tool
1012,6737100.0,Stress management in highway maintenance workers.,J Occup Med,"The efficacy of a work-based stress management training program was assessed in highway maintenance workers. Volunteers received training in electromyogram (EMG) biofeedback (n = 17) or muscle relaxation (n = 12) or served as wait-list controls (n = 9). Daily one-hour training sessions were conducted at the workplace for two consecutive workweeks. The biofeedback group showed significant posttraining decreases in forehead EMG levels compared with controls, while decreases found in the muscle relaxation group were not significant. All groups reported significant increases in quality of sleep and in feeling refreshed at work and decreases in subjective tension levels. A three-month follow-up study revealed regression of EMG levels toward baseline in all groups although the percentages of EMG reductions at follow-up were larger for the trained groups than for controls. All groups showed significant improvement on measures of anxiety, somatic complaints, sleep behavior, job satisfaction, and alcohol use. The results support other recent studies indicating the usefulness of work-site stress management programs, although the specificity of training effects and the durability of physiological effects over time remain questionable.",1984,26,6,436-42,10.1097/00043764-198406000-00016,#3697,Murphy 1984,
